From	To	Species	Gene Name
268880	ENSMUSG00000047434	Mus musculus	xyloside xylosyltransferase 1(Xxylt1)
57261	ENSMUSG00000024002	Mus musculus	bromodomain containing 4(Brd4)
15361	ENSMUSG00000046711	Mus musculus	high mobility group AT-hook 1(Hmga1)
238725	ENSMUSG00000045509	Mus musculus	G protein-coupled receptor 150(Gpr150)
238722	ENSMUSG00000069184	Mus musculus	zinc finger protein 72(Zfp72)
15360	ENSMUSG00000027875	Mus musculus	3-hydroxy-3-methylglutaryl-Coenzyme A synthase 2(Hmgcs2)
57279	ENSMUSG00000032602	Mus musculus	solute carrier family 25 (mitochondrial carnitine/acylcarnitine translocase), member 20(Slc25a20)
15366	ENSMUSG00000020330	Mus musculus	hyaluronan mediated motility receptor (RHAMM)(Hmmr)
57278	ENSMUSG00000002980	Mus musculus	basal cell adhesion molecule(Bcam)
238726	ENSMUSG00000109228	Mus musculus	family with sequence similarity 81, member B(Fam81b)
57277	ENSMUSG00000022596	Mus musculus	secreted Ly6/Plaur domain containing 1(Slurp1)
15364	ENSMUSG00000056758	Mus musculus	high mobility group AT-hook 2(Hmga2)
170644	ENSMUSG00000039473	Mus musculus	ubinuclein 1(Ubn1)
170643	ENSMUSG00000041734	Mus musculus	kin of IRRE like (Drosophila)(Kirrel)
20016	ENSMUSG00000067148	Mus musculus	polymerase (RNA) I polypeptide C(Polr1c)
20014	ENSMUSG00000027642	Mus musculus	ribophorin II(Rpn2)
57275	ENSMUSG00000078173	Mus musculus	lens epithelial protein(Lenep)
57276	ENSMUSG00000001943	Mus musculus	V-set and immunoglobulin domain containing 2(Vsig2)
15369	ENSMUSG00000004070	Mus musculus	heme oxygenase 2(Hmox2)
20019	ENSMUSG00000049553	Mus musculus	polymerase (RNA) I polypeptide A(Polr1a)
15368	ENSMUSG00000005413	Mus musculus	heme oxygenase 1(Hmox1)
20018	ENSMUSG00000029642	Mus musculus	polymerase (RNA) I polypeptide D(Polr1d)
57274	ENSMUSG00000032988	Mus musculus	solute carrier family 16 (monocarboxylic acid transporters), member 8(Slc16a8)
20017	ENSMUSG00000027395	Mus musculus	polymerase (RNA) I polypeptide B(Polr1b)
57271	ENSMUSG00000035626	Mus musculus	olfactory receptor 1509(Olfr1509)
57272	ENSMUSG00000075068	Mus musculus	olfactory receptor 140(Olfr140)
54615	ENSMUSG00000023052	Mus musculus	neuropeptide FF-amide peptide precursor(Npff)
56191	ENSMUSG00000025272	Mus musculus	trophinin(Tro)
54614	ENSMUSG00000023007	Mus musculus	pre-mRNA processing factor 40B(Prpf40b)
54613	ENSMUSG00000022747	Mus musculus	ST3 beta-galactoside alpha-2,3-sialyltransferase 6(St3gal6)
56193	ENSMUSG00000020120	Mus musculus	pleckstrin(Plek)
54612	ENSMUSG00000018822	Mus musculus	secreted frizzled-related sequence protein 5(Sfrp5)
56195	ENSMUSG00000028134	Mus musculus	polypyrimidine tract binding protein 2(Ptbp2)
56196	ENSMUSG00000035958	Mus musculus	tyrosyl-DNA phosphodiesterase 2(Tdp2)
54616	ENSMUSG00000021978	Mus musculus	exostoses (multiple)-like 3(Extl3)
56198	ENSMUSG00000032744	Mus musculus	hairy/enhancer-of-split related with YRPW motif-like(Heyl)
54611	ENSMUSG00000041741	Mus musculus	phosphodiesterase 3A, cGMP inhibited(Pde3a)
54610	ENSMUSG00000003134	Mus musculus	TBC1 domain family, member 8(Tbc1d8)
56190	ENSMUSG00000027510	Mus musculus	RNA binding motif protein 38(Rbm38)
245368	ENSMUSG00000031079	Mus musculus	zinc finger protein 300(Zfp300)
259017	ENSMUSG00000075208	Mus musculus	olfactory receptor 1019(Olfr1019)
233545	ENSMUSG00000035401	Mus musculus	EMSY, BRCA2-interacting transcriptional repressor(Emsy)
16480	ENSMUSG00000001552	Mus musculus	junction plakoglobin(Jup)
244237	ENSMUSG00000045362	Mus musculus	tumor necrosis factor receptor superfamily, member 26(Tnfrsf26)
244238	ENSMUSG00000048965	Mus musculus	MAS-related GPR, member E(Mrgpre)
16485	ENSMUSG00000047976	Mus musculus	potassium voltage-gated channel, shaker-related subfamily, member 1(Kcna1)
56199	ENSMUSG00000031974	Mus musculus	ATP-binding cassette, sub-family B (MDR/TAP), member 10(Abcb10)
54609	ENSMUSG00000050148	Mus musculus	ubiquilin 2(Ubqln2)
233549	ENSMUSG00000052396	Mus musculus	monoacylglycerol O-acyltransferase 2(Mogat2)
54624	ENSMUSG00000003437	Mus musculus	Paf1, RNA polymerase II complex component(Paf1)
100040328	ENSMUSG00000097631	Mus musculus	predicted gene 2716(Gm2716)
16478	ENSMUSG00000071076	Mus musculus	jun D proto-oncogene(Jund)
259031	ENSMUSG00000070853	Mus musculus	olfactory receptor 1120(Olfr1120)
259034	ENSMUSG00000109058	Mus musculus	olfactory receptor 705(Olfr705)
259035	ENSMUSG00000049674	Mus musculus	olfactory receptor 714(Olfr714)
259038	ENSMUSG00000056184	Mus musculus	olfactory receptor 283(Olfr283)
233537	ENSMUSG00000035582	Mus musculus	glycerophosphodiester phosphodiesterase domain containing 4(Gdpd4)
233532	ENSMUSG00000035623	Mus musculus	remodeling and spacing factor 1(Rsf1)
224938	ENSMUSG00000024083	Mus musculus	praja 2, RING-H2 motif containing(Pja2)
232089	ENSMUSG00000056698	Mus musculus	ELMO/CED-12 domain containing 3(Elmod3)
16476	ENSMUSG00000052684	Mus musculus	jun proto-oncogene(Jun)
16477	ENSMUSG00000052837	Mus musculus	jun B proto-oncogene(Junb)
16475	ENSMUSG00000022178	Mus musculus	ajuba LIM protein(Ajuba)
16470	ENSMUSG00000045288	Mus musculus	Usher syndrome 1G(Ush1g)
16468	ENSMUSG00000038518	Mus musculus	jumonji, AT rich interactive domain 2(Jarid2)
56173	ENSMUSG00000047109	Mus musculus	claudin 14(Cldn14)
16467	ENSMUSG00000034958	Mus musculus	ataxia, cerebellar, Cayman type(Atcay)
56174	ENSMUSG00000034744	Mus musculus	N-acetylglucosamine kinase(Nagk)
56175	ENSMUSG00000040605	Mus musculus	beta-site APP-cleaving enzyme 2(Bace2)
16469	ENSMUSG00000046380	Mus musculus	jerky(Jrk)
56176	ENSMUSG00000022940	Mus musculus	phosphatidylinositol glycan anchor biosynthesis, class P(Pigp)
233571	ENSMUSG00000048779	Mus musculus	pyrimidinergic receptor P2Y, G-protein coupled, 6(P2ry6)
224903	ENSMUSG00000071054	Mus musculus	scaffold attachment factor B(Safb)
224904	ENSMUSG00000049760	Mus musculus	RIKEN cDNA 2410015M20 gene(2410015M20Rik)
224907	ENSMUSG00000007603	Mus musculus	dihydrouridine synthase 3-like (S. cerevisiae)(Dus3l)
224902	ENSMUSG00000042625	Mus musculus	scaffold attachment factor B2(Safb2)
56177	ENSMUSG00000026833	Mus musculus	olfactomedin 1(Olfm1)
56187	ENSMUSG00000040472	Mus musculus	Rab geranylgeranyl transferase, a subunit(Rabggta)
54608	ENSMUSG00000039202	Mus musculus	abhydrolase domain containing 2(Abhd2)
56184	ENSMUSG00000047002	Mus musculus	mesogenin 1(Msgn1)
54607	ENSMUSG00000056153	Mus musculus	suppressor of cytokine signaling 6(Socs6)
16456	ENSMUSG00000038235	Mus musculus	F11 receptor(F11r)
56185	ENSMUSG00000027870	Mus musculus	hydroxyacid oxidase 2(Hao2)
54601	ENSMUSG00000042903	Mus musculus	forkhead box O4(Foxo4)
56183	ENSMUSG00000029236	Mus musculus	neuromedin U(Nmu)
54604	ENSMUSG00000021140	Mus musculus	pecanex homolog (Drosophila)(Pcnx)
260423	ENSMUSG00000100210	Mus musculus	histone cluster 1, H3f(Hist1h3f)
245381	ENSMUSG00000044400	Mus musculus	sosondowah ankyrin repeat domain family member D(Sowahd)
259012	ENSMUSG00000047149	Mus musculus	olfactory receptor 1052(Olfr1052)
233552	ENSMUSG00000035314	Mus musculus	glycerophosphodiester phosphodiesterase domain containing 5(Gdpd5)
259006	ENSMUSG00000043692	Mus musculus	olfactory receptor 399(Olfr399)
16450	ENSMUSG00000002799	Mus musculus	jagged 2(Jag2)
16451	ENSMUSG00000028530	Mus musculus	Janus kinase 1(Jak1)
16452	ENSMUSG00000024789	Mus musculus	Janus kinase 2(Jak2)
224912	ENSMUSG00000044279	Mus musculus	crumbs family member 3(Crb3)
56189	ENSMUSG00000036892	Mus musculus	proline dehydrogenase (oxidase) 2(Prodh2)
16453	ENSMUSG00000031805	Mus musculus	Janus kinase 3(Jak3)
56188	ENSMUSG00000036570	Mus musculus	FXYD domain-containing ion transport regulator 1(Fxyd1)
259067	ENSMUSG00000049168	Mus musculus	olfactory receptor 449(Olfr449)
259064	ENSMUSG00000044985	Mus musculus	olfactory receptor 124(Olfr124)
16449	ENSMUSG00000027276	Mus musculus	jagged 1(Jag1)
56150	ENSMUSG00000029910	Mus musculus	MAD2 mitotic arrest deficient-like 1(Mad2l1)
259063	ENSMUSG00000043948	Mus musculus	olfactory receptor 691(Olfr691)
15312	ENSMUSG00000040681	Mus musculus	high mobility group nucleosomal binding domain 1(Hmgn1)
109778	ENSMUSG00000001999	Mus musculus	biliverdin reductase A(Blvra)
16443	ENSMUSG00000022957	Mus musculus	intersectin 1 (SH3 domain protein 1A)(Itsn1)
16440	ENSMUSG00000042644	Mus musculus	inositol 1,4,5-triphosphate receptor 3(Itpr3)
259075	ENSMUSG00000073932	Mus musculus	olfactory receptor 641(Olfr641)
259078	ENSMUSG00000073924	Mus musculus	olfactory receptor 656(Olfr656)
234199	ENSMUSG00000031594	Mus musculus	fibrinogen-like protein 1(Fgl1)
27756	ENSMUSG00000007050	Mus musculus	LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated(Lsm2)
16438	ENSMUSG00000030102	Mus musculus	inositol 1,4,5-trisphosphate receptor 1(Itpr1)
259070	ENSMUSG00000051414	Mus musculus	olfactory receptor 829(Olfr829)
16439	ENSMUSG00000030287	Mus musculus	inositol 1,4,5-triphosphate receptor 2(Itpr2)
259072	ENSMUSG00000048425	Mus musculus	olfactory receptor 686(Olfr686)
259073	ENSMUSG00000059874	Mus musculus	olfactory receptor 603(Olfr603)
16434	ENSMUSG00000074797	Mus musculus	inosine triphosphatase (nucleoside triphosphate pyrophosphatase)(Itpa)
259074	ENSMUSG00000046493	Mus musculus	olfactory receptor 1352(Olfr1352)
16433	ENSMUSG00000040205	Mus musculus	CUB and zona pellucida-like domains 1(Cuzd1)
16432	ENSMUSG00000022108	Mus musculus	integral membrane protein 2B(Itm2b)
16431	ENSMUSG00000031239	Mus musculus	integral membrane protein 2A(Itm2a)
16430	ENSMUSG00000032116	Mus musculus	STT3, subunit of the oligosaccharyltransferase complex, homolog A (S. cerevisiae)(Stt3a)
109785	ENSMUSG00000056131	Mus musculus	phosphoglucomutase 3(Pgm3)
233578	ENSMUSG00000073972	Mus musculus	olfactory receptor 553(Olfr553)
230279	ENSMUSG00000045917	Mus musculus	transmembrane protein 268(Tmem268)
233575	ENSMUSG00000030990	Mus musculus	post-GPI attachment to proteins 2(Pgap2)
260408	ENSMUSG00000047257	Mus musculus	protease, serine 45(Prss45)
260409	ENSMUSG00000036533	Mus musculus	CDC42 effector protein (Rho GTPase binding) 3(Cdc42ep3)
232086	ENSMUSG00000055912	Mus musculus	transmembrane protein 150A(Tmem150a)
232087	ENSMUSG00000053907	Mus musculus	methionine adenosyltransferase II, alpha(Mat2a)
16423	ENSMUSG00000055447	Mus musculus	CD47 antigen (Rh-related antigen, integrin-associated signal transducer)(Cd47)
16424	ENSMUSG00000006529	Mus musculus	inter-alpha trypsin inhibitor, heavy chain 1(Itih1)
16425	ENSMUSG00000037254	Mus musculus	inter-alpha trypsin inhibitor, heavy chain 2(Itih2)
16426	ENSMUSG00000006522	Mus musculus	inter-alpha trypsin inhibitor, heavy chain 3(Itih3)
16427	ENSMUSG00000021922	Mus musculus	inter alpha-trypsin inhibitor, heavy chain 4(Itih4)
16428	ENSMUSG00000020395	Mus musculus	IL2 inducible T cell kinase(Itk)
16429	ENSMUSG00000038209	Mus musculus	intelectin 1 (galactofuranose binding)(Itln1)
27762	ENSMUSG00000007030	Mus musculus	von Willebrand factor A domain containing 7(Vwa7)
16420	ENSMUSG00000026971	Mus musculus	integrin beta 6(Itgb6)
244219	ENSMUSG00000049728	Mus musculus	zinc finger protein 668(Zfp668)
79264	ENSMUSG00000000600	Mus musculus	KRIT1, ankyrin repeat containing(Krit1)
79263	ENSMUSG00000045409	Mus musculus	tripartite motif-containing 39(Trim39)
16421	ENSMUSG00000001281	Mus musculus	integrin beta 7(Itgb7)
232078	ENSMUSG00000054474	Mus musculus	threonine synthase-like 2 (bacterial)(Thnsl2)
244216	ENSMUSG00000054716	Mus musculus	zinc finger protein 771(Zfp771)
244218	ENSMUSG00000060034	Mus musculus	cardiotrophin 2(Ctf2)
109791	ENSMUSG00000024225	Mus musculus	colipase, pancreatic(Clps)
259057	ENSMUSG00000044899	Mus musculus	olfactory receptor 649(Olfr649)
259058	ENSMUSG00000073931	Mus musculus	olfactory receptor 646(Olfr646)
259053	ENSMUSG00000075377	Mus musculus	olfactory receptor 362(Olfr362)
232077	ENSMUSG00000055874	Mus musculus	forkhead box I3(Foxi3)
16414	ENSMUSG00000000290	Mus musculus	integrin beta 2(Itgb2)
16415	ENSMUSG00000000157	Mus musculus	integrin beta 2-like(Itgb2l)
16412	ENSMUSG00000025809	Mus musculus	integrin beta 1 (fibronectin receptor beta)(Itgb1)
16413	ENSMUSG00000062352	Mus musculus	integrin beta 1 binding protein 1(Itgb1bp1)
16418	ENSMUSG00000027613	Mus musculus	eukaryotic translation initiation factor 6(Eif6)
16419	ENSMUSG00000022817	Mus musculus	integrin beta 5(Itgb5)
16416	ENSMUSG00000020689	Mus musculus	integrin beta 3(Itgb3)
16411	ENSMUSG00000030789	Mus musculus	integrin alpha X(Itgax)
16410	ENSMUSG00000027087	Mus musculus	integrin alpha V(Itgav)
244209	ENSMUSG00000030670	Mus musculus	cytochrome P450, family 2, subfamily r, polypeptide 1(Cyp2r1)
244202	ENSMUSG00000049709	Mus musculus	NLR family, pyrin domain containing 10(Nlrp10)
235712	ENSMUSG00000096719	Mus musculus	MAS-related GPR, member A2B(Mrgpra2b)
230233	ENSMUSG00000028431	Mus musculus	inhibitor of kappa light polypeptide enhancer in B cells, kinase complex-associated protein(Ikbkap)
230235	ENSMUSG00000045589	Mus musculus	ferric-chelate reductase 1 like(Frrs1l)
230234	ENSMUSG00000038827	Mus musculus	family with sequence similarity 206, member A(Fam206a)
234267	ENSMUSG00000031517	Mus musculus	glycoprotein m6a(Gpm6a)
56248	ENSMUSG00000024782	Mus musculus	adenylate kinase 3(Ak3)
56249	ENSMUSG00000015971	Mus musculus	ARP8 actin-related protein 8(Actr8)
18092	ENSMUSG00000044186	Mus musculus	NK2 homeobox 6(Nkx2-6)
18091	ENSMUSG00000015579	Mus musculus	NK2 homeobox 5(Nkx2-5)
380614	ENSMUSG00000060798	Mus musculus	inturned planar cell polarity protein(Intu)
18096	ENSMUSG00000035187	Mus musculus	NK6 homeobox 1(Nkx6-1)
18094	ENSMUSG00000058669	Mus musculus	NK2 homeobox 9(Nkx2-9)
18095	ENSMUSG00000022061	Mus musculus	NK-3 transcription factor, locus 1 (Drosophila)(Nkx3-1)
18099	ENSMUSG00000017376	Mus musculus	nemo like kinase(Nlk)
380629	ENSMUSG00000039879	Mus musculus	hdc homolog, cell cycle regulator(Heca)
56233	ENSMUSG00000022475	Mus musculus	histone deacetylase 7(Hdac7)
54698	ENSMUSG00000032021	Mus musculus	cytotoxic and regulatory T cell molecule(Crtam)
230257	ENSMUSG00000028382	Mus musculus	polypyrimidine tract binding protein 3(Ptbp3)
236509	ENSMUSG00000068947	Mus musculus	olfactory receptor 366(Olfr366)
56229	ENSMUSG00000031480	Mus musculus	thrombospondin, type I, domain 1(Thsd1)
230259	ENSMUSG00000045071	Mus musculus	RIKEN cDNA E130308A19 gene(E130308A19Rik)
442803	ENSMUSG00000053181	Mus musculus	RIKEN cDNA A830005F24 gene(A830005F24Rik)
442801	ENSMUSG00000052921	Mus musculus	Rho guanine nucleotide exchange factor (GEF) 15(Arhgef15)
56221	ENSMUSG00000004814	Mus musculus	chemokine (C-C motif) ligand 24(Ccl24)
56224	ENSMUSG00000028152	Mus musculus	tetraspanin 5(Tspan5)
56223	ENSMUSG00000029707	Mus musculus	fascin actin-bundling protein 3(Fscn3)
224997	ENSMUSG00000003279	Mus musculus	discs, large (Drosophila) homolog-associated protein 1(Dlgap1)
56228	ENSMUSG00000028277	Mus musculus	ubiquitin-conjugating enzyme E2J 1(Ube2j1)
18074	ENSMUSG00000021806	Mus musculus	nidogen 2(Nid2)
18072	ENSMUSG00000048540	Mus musculus	nescient helix loop helix 2(Nhlh2)
18073	ENSMUSG00000005397	Mus musculus	nidogen 1(Nid1)
234290	ENSMUSG00000049946	Mus musculus	cDNA sequence BC030500(BC030500)
18071	ENSMUSG00000051251	Mus musculus	nescient helix loop helix 1(Nhlh1)
56220	ENSMUSG00000042063	Mus musculus	zinc finger protein 386 (Kruppel-like)(Zfp386)
54683	ENSMUSG00000024953	Mus musculus	peroxiredoxin 5(Prdx5)
51897	ENSMUSG00000027244	Mus musculus	autophagy related 13(Atg13)
56219	ENSMUSG00000028838	Mus musculus	exostoses (multiple)-like 1(Extl1)
56218	ENSMUSG00000020453	Mus musculus	POZ (BTB) and AT hook containing zinc finger 1(Patz1)
56213	ENSMUSG00000006205	Mus musculus	HtrA serine peptidase 1(Htra1)
56212	ENSMUSG00000073982	Mus musculus	ras homolog family member G(Rhog)
236511	ENSMUSG00000041530	Mus musculus	argonaute RISC catalytic subunit 1(Ago1)
56210	ENSMUSG00000026082	Mus musculus	REV1, DNA directed polymerase(Rev1)
56217	ENSMUSG00000021112	Mus musculus	membrane protein, palmitoylated 5 (MAGUK p55 subfamily member 5)(Mpp5)
56216	ENSMUSG00000030806	Mus musculus	syntaxin 1B(Stx1b)
56215	ENSMUSG00000022185	Mus musculus	apoptotic chromatin condensation inducer 1(Acin1)
56214	ENSMUSG00000078441	Mus musculus	secretory carrier membrane protein 4(Scamp4)
18080	ENSMUSG00000021068	Mus musculus	ninein(Nin)
18081	ENSMUSG00000037966	Mus musculus	ninjurin 1(Ninj1)
18082	ENSMUSG00000034285	Mus musculus	nipsnap homolog 1 (C. elegans)(Nipsnap1)
54670	ENSMUSG00000039529	Mus musculus	ATPase, class I, type 8B, member 1(Atp8b1)
54672	ENSMUSG00000060470	Mus musculus	adhesion G protein-coupled receptor G3(Adgrg3)
51886	ENSMUSG00000028034	Mus musculus	far upstream element (FUSE) binding protein 1(Fubp1)
18087	ENSMUSG00000032525	Mus musculus	natural killer tumor recognition sequence(Nktr)
18088	ENSMUSG00000027434	Mus musculus	NK2 homeobox 2(Nkx2-2)
18089	ENSMUSG00000044220	Mus musculus	NK2 homeobox 3(Nkx2-3)
51885	ENSMUSG00000027263	Mus musculus	tubulin, gamma complex associated protein 4(Tubgcp4)
56205	ENSMUSG00000038619	Mus musculus	endosulfine alpha(Ensa)
56200	ENSMUSG00000020075	Mus musculus	DEAD (Asp-Glu-Ala-Asp) box polypeptide 21(Ddx21)
442827	ENSMUSG00000064147	Mus musculus	RAB44, member RAS oncogene family(Rab44)
442825	ENSMUSG00000055818	Mus musculus	RIKEN cDNA A230083G16 gene(A230083G16Rik)
56207	ENSMUSG00000018189	Mus musculus	ubiquitin carboxyl-terminal esterase L5(Uchl5)
259107	ENSMUSG00000073970	Mus musculus	olfactory receptor 555(Olfr555)
56208	ENSMUSG00000035086	Mus musculus	beclin 1, autophagy related(Becn1)
259106	ENSMUSG00000073973	Mus musculus	olfactory receptor 552(Olfr552)
442829	ENSMUSG00000070999	Mus musculus	calicin(Ccin)
56209	ENSMUSG00000033917	Mus musculus	glycerophosphodiester phosphodiesterase 1(Gde1)
18054	ENSMUSG00000032484	Mus musculus	neutrophilic granule protein(Ngp)
18053	ENSMUSG00000000120	Mus musculus	nerve growth factor receptor (TNFR superfamily, member 16)(Ngfr)
54667	ENSMUSG00000060671	Mus musculus	ATPase, class I, type 8B, member 2(Atp8b2)
442835	ENSMUSG00000027468	Mus musculus	defensin beta 22(Defb22)
442837	ENSMUSG00000051616	Mus musculus	RIKEN cDNA C230029F24 gene(C230029F24Rik)
54652	ENSMUSG00000031142	Mus musculus	calcium channel, voltage-dependent, alpha 1F subunit(Cacna1f)
259102	ENSMUSG00000050281	Mus musculus	olfactory receptor 630(Olfr630)
259103	ENSMUSG00000047544	Mus musculus	olfactory receptor 616(Olfr616)
259104	ENSMUSG00000078624	Mus musculus	olfactory receptor 613(Olfr613)
54650	ENSMUSG00000006527	Mus musculus	Scm-like with four mbt domains 1(Sfmbt1)
54651	ENSMUSG00000046269	Mus musculus	ubiquitin specific peptidase 27, X chromosome(Usp27x)
404242	ENSMUSG00000070552	Mus musculus	MAS-related GPR, member X1(Mrgprx1)
16497	ENSMUSG00000027827	Mus musculus	potassium voltage-gated channel, shaker-related subfamily, beta member 1(Kcnab1)
16499	ENSMUSG00000018470	Mus musculus	potassium voltage-gated channel, shaker-related subfamily, beta member 3(Kcnab3)
16498	ENSMUSG00000028931	Mus musculus	potassium voltage-gated channel, shaker-related subfamily, beta member 2(Kcnab2)
16493	ENSMUSG00000045534	Mus musculus	potassium voltage-gated channel, shaker-related subfamily, member 5(Kcna5)
16492	ENSMUSG00000042604	Mus musculus	potassium voltage-gated channel, shaker-related subfamily, member 4(Kcna4)
16495	ENSMUSG00000038201	Mus musculus	potassium voltage-gated channel, shaker-related subfamily, member 7(Kcna7)
16494	ENSMUSG00000038077	Mus musculus	potassium voltage-gated channel, shaker-related, subfamily, member 6(Kcna6)
16491	ENSMUSG00000047959	Mus musculus	potassium voltage-gated channel, shaker-related subfamily, member 3(Kcna3)
16490	ENSMUSG00000040724	Mus musculus	potassium voltage-gated channel, shaker-related subfamily, member 2(Kcna2)
235779	ENSMUSG00000079741	Mus musculus	NLR family, pyrin domain containing 4G(Nlrp4g)
404240	ENSMUSG00000050870	Mus musculus	MAS-related GPR, member B8(Mrgprb8)
18039	ENSMUSG00000022055	Mus musculus	neurofilament, light polypeptide(Nefl)
18038	ENSMUSG00000042419	Mus musculus	nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor like 1(Nfkbil1)
18037	ENSMUSG00000023947	Mus musculus	nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, epsilon(Nfkbie)
378462	ENSMUSG00000045257	Mus musculus	MORN repeat containing 2(Morn2)
18036	ENSMUSG00000030595	Mus musculus	nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, beta(Nfkbib)
18035	ENSMUSG00000021025	Mus musculus	nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, alpha(Nfkbia)
378460	ENSMUSG00000032739	Mus musculus	PML-RAR alpha-regulated adaptor molecule 1(Pram1)
54644	ENSMUSG00000031154	Mus musculus	OTU domain containing 5(Otud5)
18034	ENSMUSG00000025225	Mus musculus	nuclear factor of kappa light polypeptide gene enhancer in B cells 2, p49/p100(Nfkb2)
18033	ENSMUSG00000028163	Mus musculus	nuclear factor of kappa light polypeptide gene enhancer in B cells 1, p105(Nfkb1)
18032	ENSMUSG00000001911	Mus musculus	nuclear factor I/X(Nfix)
404239	ENSMUSG00000070551	Mus musculus	MAS-related GPR, member B5(Mrgprb5)
54648	ENSMUSG00000031150	Mus musculus	coiled-coil domain containing 120(Ccdc120)
18030	ENSMUSG00000056749	Mus musculus	nuclear factor, interleukin 3, regulated(Nfil3)
54645	ENSMUSG00000031153	Mus musculus	GRIP1 associated protein 1(Gripap1)
54646	ENSMUSG00000039556	Mus musculus	protein phosphatase 1, regulatory (inhibitor) subunit 3F(Ppp1r3f)
64177	ENSMUSG00000029868	Mus musculus	transient receptor potential cation channel, subfamily V, member 6(Trpv6)
64176	ENSMUSG00000053025	Mus musculus	synaptic vesicle glycoprotein 2 b(Sv2b)
404238	ENSMUSG00000070546	Mus musculus	MAS-related GPR, member B3(Mrgprb3)
233529	ENSMUSG00000051727	Mus musculus	potassium channel tetramerisation domain containing 14(Kctd14)
234258	ENSMUSG00000039396	Mus musculus	nei like 3 (E. coli)(Neil3)
18049	ENSMUSG00000027859	Mus musculus	nerve growth factor(Ngf)
54630	ENSMUSG00000031145	Mus musculus	prickle planar cell polarity protein 3(Prickle3)
18044	ENSMUSG00000023994	Mus musculus	nuclear transcription factor-Y alpha(Nfya)
54631	ENSMUSG00000006649	Mus musculus	nephrosis 1, nephrin(Nphs1)
54632	ENSMUSG00000031171	Mus musculus	FtsJ RNA methyltransferase homolog 1 (E. coli)(Ftsj1)
18046	ENSMUSG00000032897	Mus musculus	nuclear transcription factor-Y gamma(Nfyc)
54633	ENSMUSG00000031157	Mus musculus	polyglutamine binding protein 1(Pqbp1)
18045	ENSMUSG00000020248	Mus musculus	nuclear transcription factor-Y beta(Nfyb)
54634	ENSMUSG00000031147	Mus musculus	MAGI family member, X-linked(Magix)
18040	ENSMUSG00000022054	Mus musculus	neurofilament, medium polypeptide(Nefm)
54635	ENSMUSG00000028019	Mus musculus	platelet-derived growth factor, C polypeptide(Pdgfc)
54636	ENSMUSG00000039382	Mus musculus	WD repeat domain 45(Wdr45)
54637	ENSMUSG00000031149	Mus musculus	PRA1 domain family 2(Praf2)
18041	ENSMUSG00000027618	Mus musculus	nitrogen fixation gene 1 (S. cerevisiae)(Nfs1)
54638	ENSMUSG00000031143	Mus musculus	coiled-coil domain containing 22(Ccdc22)
27801	ENSMUSG00000060166	Mus musculus	zinc finger, DHHC domain containing 8(Zdhhc8)
380601	ENSMUSG00000079043	Mus musculus	FAST kinase domains 5(Fastkd5)
236576	ENSMUSG00000061654	Mus musculus	sprouty homolog 3 (Drosophila)(Spry3)
236573	ENSMUSG00000029298	Mus musculus	guanylate-binding protein 9(Gbp9)
329650	ENSMUSG00000056476	Mus musculus	mediator complex subunit 12-like(Med12l)
64113	ENSMUSG00000096458	Mus musculus	modulator of apoptosis 1(Moap1)
380698	ENSMUSG00000061462	Mus musculus	obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF(Obscn)
18010	ENSMUSG00000007038	Mus musculus	neuraminidase 1(Neu1)
18011	ENSMUSG00000006435	Mus musculus	neuralized E3 ubiquitin protein ligase 1A(Neurl1a)
380694	ENSMUSG00000044707	Mus musculus	cyclin J-like(Ccnjl)
18012	ENSMUSG00000034701	Mus musculus	neurogenic differentiation 1(Neurod1)
18013	ENSMUSG00000038255	Mus musculus	neurogenic differentiation 2(Neurod2)
18014	ENSMUSG00000048904	Mus musculus	neurogenin 1(Neurog1)
18015	ENSMUSG00000020716	Mus musculus	neurofibromatosis 1(Nf1)
18016	ENSMUSG00000009073	Mus musculus	neurofibromatosis 2(Nf2)
18019	ENSMUSG00000027544	Mus musculus	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 2(Nfatc2)
18018	ENSMUSG00000033016	Mus musculus	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 1(Nfatc1)
170625	ENSMUSG00000042364	Mus musculus	sorting nexin 18(Snx18)
18020	ENSMUSG00000030722	Mus musculus	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 2 interacting protein(Nfatc2ip)
268860	ENSMUSG00000057880	Mus musculus	4-aminobutyrate aminotransferase(Abat)
18023	ENSMUSG00000038615	Mus musculus	nuclear factor, erythroid derived 2,-like 1(Nfe2l1)
18024	ENSMUSG00000015839	Mus musculus	nuclear factor, erythroid derived 2, like 2(Nfe2l2)
18021	ENSMUSG00000031902	Mus musculus	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 3(Nfatc3)
18022	ENSMUSG00000058794	Mus musculus	nuclear factor, erythroid derived 2(Nfe2)
18027	ENSMUSG00000028565	Mus musculus	nuclear factor I/A(Nfia)
